Ticker(Editable),Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns,,,,Date Modified
LAD,LAD,LAD,0.06794447275,0.155425422,0.5372840185,2.283602545,,,,
KT,KT,KT,0.2429846939,0.5743134087,1.05374078,0.5743134087,,,,
PSN,PSN,PSN,-0.2010498168,0.4710065646,1.432016883,1.432016883,,,,
GIL,GIL,GIL,0.2109524824,1.053848934,1.828770533,0.9051290647,,,,
BPOP,BPOP,BPOP,0.267351416,1.039967897,2.597226153,3.232101232,,,,
FIVE,FIVE,FIVE,0.6403872752,0.0412642669,0.191131026,3.495043732,,,,
CVLT,CVLT,CVLT,0.2058283014,1.654146201,3.584976291,4.392427355,,,,
RRC,RRC,RRC,0.184244373,0.1961675869,4.209335219,0.1563579278,,,,
GAP,GAP,GAP,0.1032320309,1.231219512,0.4039287907,-0.2409558579,,,,
BIRK,BIRK,BIRK,-0.09627267291,-0.09627267291,-0.09627267291,-0.09627267291,,,,
ZION,ZION,ZION,0.2100786732,0.6457489879,1.000351494,1.081565472,,,,
AWI,AWI,AWI,0.4539632309,1.732512036,1.822023984,3.619822839,,,,
GRFS,GRFS,GRFS,0.1333333333,0.07290533188,-0.4049487025,-0.3679487179,,,,
OSK,OSK,OSK,0.2596819822,0.3423076923,0.8002230587,2.665342038,,,,
TIGO,TIGO,TIGO,0.6481675393,1.979179811,1.124156545,0.03711838348,,,,
EDU,EDU,EDU,-0.2156923077,-0.06732528357,-0.6583796824,1.678928008,,,,
HSIC,HSIC,HSIC,-0.04172560113,-0.0813559322,0.1524068719,0.3450466548,,,,
SKM,SKM,SKM,-0.1074824308,0.02370791844,-0.4022702104,-0.4524473751,,,,
FIGR,FIGR,FIGR,0,0,0,0,,,,
PLNT,PLNT,PLNT,0.2361111111,1.285587779,0.7255557413,4.899428571,,,,
HLNE,HLNE,HLNE,-0.1444151486,0.5764601965,1.309982204,1.309982204,,,,
AVTR,AVTR,AVTR,-0.547645951,-0.4286393911,-0.4548343168,-0.4548343168,,,,
PRMB,PRMB,PRMB,0,0,0,0,,,,
AN,AN,AN,0.2354621849,0.4604635762,3.249132948,2.921927797,,,,
CIGI,CIGI,CIGI,0.04695986223,0.5367489792,1.401549681,2.701873536,,,,
SITM,SITM,SITM,0.7814509281,1.782736403,2.752267791,2.752267791,,,,
RVMD,RVMD,RVMD,-0.01936936937,0.4759322034,0.3246121083,0.3246121083,,,,
TECH,TECH,TECH,-0.3384138466,-0.251497881,-0.1525479815,1.304093567,,,,
AGCO,AGCO,AGCO,0.1134641337,-0.07883888698,0.4999300797,1.352192982,,,,
DY,DY,DY,0.4105794736,2.059637088,4.017782617,2.879489338,,,,
AA,AA,AA,-0.1508972268,0.1727375141,1.703896104,1.703896104,,,,
GTLB,GTLB,GTLB,-0.1103786024,0.07732664234,0.07732664234,0.07732664234,,,,
HQY,HQY,HQY,0.1961928934,0.2791423531,0.981500946,2.309691011,,,,
NFG,NFG,NFG,0.51969672,0.7525185326,1.209441649,0.8739837398,,,,
CFR,CFR,CFR,0.1163555556,0.3685300207,1.003669432,1.026298806,,,,
OLLI,OLLI,OLLI,0.3196159122,0.7463692946,0.5386724552,7.334158416,,,,
SAIA,SAIA,SAIA,-0.3415399469,-0.2430250744,1.437494923,8.655083655,,,,
DBX,DBX,DBX,0.2579221821,0.1512481645,0.6375979112,0.6375979112,,,,
AAL,AAL,AAL,0.08152173913,-0.07513555383,-0.02847843775,-0.6944728762,,,,
GDS,GDS,GDS,0.888992104,2.888145315,-0.4979012346,-0.4979012346,,,,
STEP,STEP,STEP,0.1262085635,1.097427653,1.6092,1.6092,,,,
MHK,MHK,MHK,-0.1860198625,0.4733809634,0.3567487267,-0.2877673797,,,,
COLB,COLB,COLB,0.00268404908,0.3253928028,0.1325249026,-0.152350081,,,,
LIF,LIF,LIF,1.509967197,1.509967197,1.509967197,1.509967197,,,,
ZWS,ZWS,ZWS,0.3265070666,0.6578947368,2.191533657,4.316763006,,,,
JAZZ,JAZZ,JAZZ,0.188027136,-0.02196226415,-0.07157185843,0.04121806203,,,,
INGR,INGR,INGR,-0.1001104972,0.2405808876,0.5985344151,0.4356563639,,,,
CBSH,CBSH,CBSH,0.02005532503,0.3597603134,0.3924946896,1.136906918,,,,
LKQ,LKQ,LKQ,-0.2434652726,-0.3908598918,0.1222304284,0.07537154989,,,,
ICL,ICL,ICL,0.5465994962,0.08865248227,0.7542857143,0.2633744856,,,,
CGNX,CGNX,CGNX,0.1494949495,0.06604215457,-0.2616382806,1.715990453,,,,
SIRI,SIRI,SIRI,-0.06307053942,-0.4369077307,-0.558984375,-0.3921938089,,,,
TFII,TFII,TFII,-0.3820789993,-0.3098185132,1.221163245,4.063509749,,,,
ELF,ELF,ELF,0.1561658589,0.2061797753,6.031659389,6.031659389,,,,
MNSO,MNSO,MNSO,0.7276119403,-0.1211085801,-0.1211085801,-0.1211085801,,,,
BIO.B,BIO.B,BIO.B,0,0,0,1.160964879,,,,
IESC,IESC,IESC,1.020248065,4.769603391,11.66245847,48.37046632,,,,
LNC,LNC,LNC,0.3026526047,0.637605464,0.3311561071,-0.1152593879,,,,
AAON,AAON,AAON,-0.1527144054,0.5937992643,1.37633847,5.908883827,,,,
MOD,MOD,MOD,0.05677313187,2.097566323,22.70469799,16.8835443,,,,
GMED,GMED,GMED,-0.2210170447,0.1000596777,0.1237553343,1.604804522,,,,
NEU,NEU,NEU,0.4718270597,0.782031182,1.360280333,1.296111329,,,,
TSEM,TSEM,TSEM,0.570270896,1.690202301,2.761508597,4.577302632,,,,
QS,QS,QS,1.164644714,0.9546165884,-0.2717201166,-0.2717201166,,,,
BIO,BIO,BIO,-0.1563634146,-0.2167733167,-0.451314093,1.060484171,,,,
MASI,MASI,MASI,0.1128546521,0.5368282806,-0.378397521,2.705013193,,,,
R,R,R,0.243297858,0.7636155169,3.505247742,1.508562109,,,,
ZK,ZK,ZK,0.5898286346,0.5898286346,0.5898286346,0.5898286346,,,,
LW,LW,LW,-0.1707279457,-0.4286473276,-0.1713669286,-0.1713669286,,,,
MUSA,MUSA,MUSA,-0.1924482589,0.1409218809,2.004889602,6.207439985,,,,
FSS,FSS,FSS,0.3057797869,1.038648967,3.174810736,7.940309506,,,,
CAVA,CAVA,CAVA,-0.502354049,0.9561998766,0.9561998766,0.9561998766,,,,
TTC,TTC,TTC,-0.1172055427,-0.0598868667,-0.07847155256,1.196207986,,,,
HL,HL,HL,0.5487977369,1.730673317,1.225609756,4.67357513,,,,
SSD,SSD,SSD,-0.07730099828,0.1930796783,0.8897452366,4.258862079,,,,
SUN,SUN,SUN,-0.0794123117,0.0438633488,1.035361842,0.5277777778,,,,
ROAD,ROAD,ROAD,0.8112889638,2.527481542,6.127071823,6.127071823,,,,
GH,GH,GH,1.556294326,1.196115765,-0.4841681574,-0.4841681574,,,,
AXS,AXS,AXS,0.2197802198,0.665574336,1.250524353,0.780420354,,,,
VMI,VMI,VMI,0.2854949044,0.5419911245,2.102425876,2.872975815,,,,
EXP,EXP,EXP,-0.2058658631,0.3855230177,1.767492978,2.269802337,,,,
VFS,VFS,VFS,-0.1300813008,-0.1300813008,-0.1300813008,-0.1300813008,,,,
FOUR,FOUR,FOUR,-0.06966317968,0.4693173566,0.783384751,0.783384751,,,,
CRL,CRL,CRL,-0.2550593161,-0.2435592448,-0.3105595793,1.426530281,,,,
EMN,EMN,EMN,-0.4227708446,-0.163214473,-0.1742561449,0.008372827804,,,,
FLS,FLS,FLS,0.06194859992,0.4110601427,1.083929244,0.3894604768,,,,
PNFP,PNFP,PNFP,-0.02880196098,0.4307854348,1.71608112,0.9658879471,,,,
KNTK,KNTK,KNTK,-0.02235815229,0.3419224088,7.351351351,7.351351351,,,,
LOAR,LOAR,LOAR,0.06678625638,0.06678625638,0.06678625638,0.06678625638,,,,
SOUN,SOUN,SOUN,2.628571429,9.16,9.16,9.16,,,,
VOYA,VOYA,VOYA,-0.02664092664,0.1042487954,0.6229613734,0.977254902,,,,
HESM,HESM,HESM,-0.009831460674,0.1864692023,1.328269485,1.328269485,,,,
LNW,LNW,LNW,-0.06603461581,0.1880521666,1.391869001,6.680870354,,,,
AMKR,AMKR,AMKR,-0.03421052632,0.3112996874,1.691109074,5.99047619,,,,
ALSN,ALSN,ALSN,-0.06625080663,0.4608783443,1.561817645,2.32388974,,,,
KD,KD,KD,0.3445628998,1.030264005,1.030264005,1.030264005,,,,
STVN,STVN,STVN,0.3253071253,0.002229654404,0.002229654404,0.002229654404,,,,
RGC,RGC,RGC,96.2,38.40540541,38.40540541,38.40540541,,,,
PONY,PONY,PONY,0,0,0,0,,,,
OMF,OMF,OMF,0.3097364409,0.5184343434,1.034167794,0.3902890173,,,,
JBTM,JBTM,JBTM,0.4527336673,0.3109251779,0.4316773448,2.634933333,,,,
BEP,BEP,BEP,-0.06346294938,-0.01084850833,-0.2078808563,0.8106382979,,,,
G,G,G,0.09433478595,0.1509840927,0.1192973256,0.8906111603,,,,
PRIM,PRIM,PRIM,1.261035801,2.992022093,6.156215622,6.626025791,,,,
FLR,FLR,FLR,-0.05466724287,0.2088974855,3.562043796,0.0686370298,,,,
JXN,JXN,JXN,0.1406895013,1.645278137,1.645278137,1.645278137,,,,
AL,AL,AL,0.4094942325,0.5948795181,1.269285714,1.066341463,,,,
WING,WING,WING,-0.4071358291,0.4584485938,0.8651975236,9.37597376,,,,
UGI,UGI,UGI,0.3288834951,0.3474159147,0.01045832052,-0.03125921557,,,,
OR,OR,OR,0.9854682454,1.965434084,2.152991453,2.438024231,,,,
BOKF,BOKF,BOKF,0.07360552041,0.3969322858,1.238161838,0.7868878609,,,,
IBP,IBP,IBP,0.05599071657,1.057992085,1.666945782,9.131212724,,,,
OLED,OLED,OLED,-0.314532307,-0.06888466413,-0.1463513828,3.312591723,,,,
RGEN,RGEN,RGEN,-0.1283864193,-0.2168689855,-0.1371448371,2.93769766,,,,
EXLS,EXLS,EXLS,0.180416554,0.5312280702,2.447077409,4.742105263,,,,
ELP,ELP,ELP,0.303070761,0.3388203018,1.117136659,2.189542484,,,,
ELPC,ELPC,ELPC,0.3452914798,0.3452914798,0.3452914798,0.3452914798,,,,
JHG,JHG,JHG,0.1463288521,0.6706857573,1.191794365,1.191794365,,,,
OBDC,OBDC,OBDC,-0.1026156942,-0.03879310345,0.07556270096,0.07556270096,,,,
BULL,BULL,BULL,0.1560056601,0.4966056679,0.9566182867,0.9566182867,,,,
DLB,DLB,DLB,-0.03620457604,-0.1107661741,0.1018618249,1.271890863,,,,
STUB,STUB,STUB,0,0,0,0,,,,
SBSW,SBSW,SBSW,1.284753363,0.5725308642,-0.02207293666,2.4778157,,,,
SNV,SNV,SNV,0.134263495,0.75601983,1.473316708,0.7153234175,,,,
IAG,IAG,IAG,1.138939671,4.391705069,2.078947368,6.548387097,,,,
IDA,IDA,IDA,0.2509009448,0.3160159852,0.5944134078,1.01870481,,,,
AMG,AMG,AMG,0.3315372958,0.7856390185,2.665070292,0.4321762753,,,,
CFLT,CFLT,CFLT,-0.003533568905,-0.3335584065,-0.3335584065,-0.3335584065,,,,
LCID,LCID,LCID,-0.354494382,-0.5520467836,-0.7657492355,-0.7657492355,,,,
BYD,BYD,BYD,0.3176709335,0.3972852177,1.833501175,4.435286542,,,,
CADE,CADE,CADE,0.1887755102,0.698405467,1.001073537,0.5870583227,,,,
TAL,TAL,TAL,0.2865429234,0.50067659,-0.8461431743,1.204771372,,,,
MIDD,MIDD,MIDD,-0.07146802928,0.02852990669,0.4906329675,0.2844588786,,,,
CHDN,CHDN,CHDN,-0.2644652908,-0.1284126278,0.1549611124,3.459053685,,,,
MSA,MSA,MSA,-0.06226154271,0.04440201995,0.2746335964,3.317464358,,,,
ONTO,ONTO,ONTO,-0.3430320056,0.03329651255,3.559888579,9.708094849,,,,
TX,TX,TX,-0.05850191361,-0.1000783904,0.840726884,1.941076003,,,,
MKTX,MKTX,MKTX,-0.3138915501,-0.1526338208,-0.6150505268,0.8906019007,,,,
HRB,HRB,HRB,-0.2216275775,0.1610706739,2.234139961,0.4064277588,,,,
ADT,ADT,ADT,0.1848275862,0.4534686971,0.05140758874,0.05140758874,,,,
PATH,PATH,PATH,-0.04864864865,-0.2437077962,-0.2437077962,-0.2437077962,,,,
FAF,FAF,FAF,0.008499459125,0.1197666438,0.300777357,0.6884864166,,,,
AEIS,AEIS,AEIS,0.6846206965,0.6990349219,1.859511052,5.855479727,,,,
ESAB,ESAB,ESAB,0.02124846539,0.5256772009,0.5256772009,0.5256772009,,,,
CIG,CIG,CIG,0.03398058252,0.08673469388,1.067961165,1.505882353,,,,
CIG.C,CIG.C,CIG.C,0.09411764706,-0.1057692308,1.657142857,1.657142857,,,,
OTF,OTF,OTF,0,0,0,0,,,,
CHE,CHE,CHE,-0.2300901356,-0.111728803,-0.05734560007,2.492395873,,,,
FCFS,FCFS,FCFS,0.3049331249,0.5263104429,1.673487544,2.786542339,,,,
WAY,WAY,WAY,0.3677991137,0.3677991137,0.3677991137,0.3677991137,,,,
SGHC,SGHC,SGHC,2.563186813,2.737752161,2.737752161,2.737752161,,,,
MARA,MARA,MARA,0.07495429616,1.060747664,8.139896373,-0.4648058252,,,,
RYTM,RYTM,RYTM,0.8912958626,3.252303642,3.228184991,3.228184991,,,,
CRUS,CRUS,CRUS,0.02965860018,0.752704577,1.005236433,3.124347258,,,,
GTES,GTES,GTES,0.3829545455,1.076791809,1.249537893,1.249537893,,,,
VRNS,VRNS,VRNS,0.01858019281,0.9152933421,0.5332453826,9.642857143,,,,
TMHC,TMHC,TMHC,-0.04597701149,0.5398886827,1.831556503,2.485564304,,,,
MTG,MTG,MTG,0.1277184658,0.6816037736,2.331775701,2.103373232,,,,
LFUS,LFUS,LFUS,-0.0001922929005,0.04582025907,0.5332940136,1.947839891,,,,
FBIN,FBIN,FBIN,-0.384351799,-0.1392526349,-0.2413793103,0.3117546848,,,,
RRR,RRR,RRR,0,-0.6923076923,-0.96,-0.92,,,,
URBN,URBN,URBN,0.849831125,1.242519685,2.488486036,1.48603352,,,,
APLD,APLD,APLD,2.312146893,3.326568266,259.5555556,259.5555556,,,,
ACHR,ACHR,ACHR,2.194078947,0.930417495,0.930417495,0.930417495,,,,
PJT,PJT,PJT,0.3435632608,1.349026183,2.136214913,5.951145038,,,,
PIPR,PIPR,PIPR,0.226775385,1.426828428,4.089778806,8.703969129,,,,
KNX,KNX,KNX,-0.2689436357,-0.2316594743,-0.06804663336,0.5845469256,,,,
MOG.A,MOG.A,MOG.A,0.006336692945,0.8025739566,2.258319871,2.667757774,,,,
CMC,CMC,CMC,0.04622157007,0.1257154135,1.823762376,3.256716418,,,,
PFSI,PFSI,PFSI,0.1040286482,0.8438995215,1.209243999,6.626468769,,,,
ESNT,ESNT,ESNT,0.01403342794,0.3208050934,0.8003919373,1.579622944,,,,
AXTA,AXTA,AXTA,-0.2197530864,0.04558823529,0.2974452555,0.1612903226,,,,
RIOT,RIOT,RIOT,1.389110226,0.9427645788,5.712686567,5.814393939,,,,
WH,WH,WH,0.02704049844,0.1608450704,0.6724837662,0.6724837662,,,,
VNT,VNT,VNT,0.2708145476,0.3803460659,0.3803460659,0.3803460659,,,,
GATX,GATX,GATX,0.2580855693,0.5797668913,1.759503738,2.916252822,,,,
LEGN,LEGN,LEGN,-0.2735307114,-0.4813061997,0.05757478289,0.05757478289,,,,
BXSL,BXSL,BXSL,-0.1173785458,-0.04075124026,-0.04075124026,-0.04075124026,,,,
THG,THG,THG,0.176869834,0.5483157988,0.9332155867,1.266174948,,,,
SANM,SANM,SANM,0.6339878718,1.141343425,3.388134936,4.475084664,,,,
GLBE,GLBE,GLBE,-0.02098635887,-0.03789636504,-0.03789636504,-0.03789636504,,,,
ALK,ALK,ALK,0.2710235464,0.4159528908,0.4414168937,-0.322749968,,,,
ESI,ESI,ESI,-0.03023344814,0.2994871795,1.438883542,0.9858934169,,,,
ARW,ARW,ARW,-0.08814658423,-0.0529407158,0.5507822519,1.343604651,,,,
GNTX,GNTX,GNTX,-0.08446601942,-0.1244196843,0.1177400237,0.9076196898,,,,
REZI,REZI,REZI,1.110416667,1.508978328,2.97254902,2.97254902,,,,
ETSY,ETSY,ETSY,0.1641221374,-0.01035228677,-0.4584883328,3.614553314,,,,
LRN,LRN,LRN,0.6988956767,2.217846017,4.454922671,10.37765539,,,,
ABVX,ABVX,ABVX,6.298850575,6.298850575,6.298850575,6.298850575,,,,
PB,PB,PB,-0.08326324643,0.2064194798,0.316690155,0.3512396694,,,,
RNA,RNA,RNA,-0.01795454545,5.858730159,0.4823327616,0.4823327616,,,,
EAT,EAT,EAT,0.7750129601,3.63015551,2.048297351,1.637396495,,,,
BFAM,BFAM,BFAM,-0.235766579,0.2584269663,-0.255195345,0.6667183382,,,,
KBR,KBR,KBR,-0.2345392703,-0.1704088472,1.22717049,2.113836478,,,,
MOG.B,MOG.B,MOG.B,0,0,2.268146468,2.268146468,,,,
S,S,S,-0.2498969072,0.1615581098,0.1615581098,0.1615581098,,,,
FLY,FLY,FLY,0,0,0,2.12962963,,,,
LTH,LTH,LTH,0.09814741821,0.8280839895,0.8280839895,0.8280839895,,,,
NXST,NXST,NXST,0.1892827306,0.4551693925,1.133832976,3.580556194,,,,
CCCS,CCCS,CCCS,-0.1491308326,-0.2024013722,-0.2024013722,-0.2024013722,,,,
MC,MC,MC,0.03074961032,0.603969129,1.207587253,1.740768651,,,,
VLY,VLY,VLY,0.2185730464,0.2555425904,0.5940740741,0.1115702479,,,,
GGB,GGB,GGB,-0.07715133531,-0.2339901478,0.06872852234,1.752212389,,,,
UPST,UPST,UPST,0.6102550478,1.255675475,1.255675475,1.255675475,,,,
LPX,LPX,LPX,-0.2192678588,0.500899928,1.800201478,4.831468531,,,,
TXNM,TXNM,TXNM,0.316276916,0.2698235426,0.3876006834,1.087004405,,,,
SITE,SITE,SITE,-0.1320616775,-0.1713306682,0.1037951145,0.1037951145,,,,
LOPE,LOPE,LOPE,0.4609796596,0.8248358106,1.541155235,4.610255048,,,,
LUMN,LUMN,LUMN,-0.2127955494,3.071942446,-0.4456415279,-0.7700121902,,,,
RLI,RLI,RLI,-0.1539264284,-0.06957394922,0.5678027556,1.421052632,,,,
RDNT,RDNT,RDNT,0.08177001289,1.675876727,4.202479339,12.93726937,,,,
AXSM,AXSM,AXSM,0.3007337641,0.6792026014,0.5420669956,0.5420669956,,,,
TFPM,TFPM,TFPM,0.5995383728,1.098410295,1.098410295,1.098410295,,,,
GPI,GPI,GPI,0.1645576199,0.7312268232,4.31144821,4.448334549,,,,
SOBO,SOBO,SOBO,0,0,0,0,,,,
FROG,FROG,FROG,0.7601825843,0.9467961165,-0.3380430477,-0.3380430477,,,,
OZK,OZK,OZK,0.2254972442,0.3795521985,1.450407283,0.1764435243,,,,
GBCI,GBCI,GBCI,0.08416389812,0.7014250956,0.5624002553,0.8790786948,,,,
NUVL,NUVL,NUVL,-0.2148075025,0.8697696286,0.8697696286,0.8697696286,,,,
CHRD,CHRD,CHRD,-0.2261127596,-0.3458740908,-0.3458740908,-0.3458740908,,,,
TTMI,TTMI,TTMI,1.894174238,3.314741036,3.869604317,7.691813804,,,,
SLM,SLM,SLM,0.3209475151,1.068363636,2.622929936,2.761904762,,,,
MTDR,MTDR,MTDR,-0.08893166506,-0.189138256,4.857673267,1.353555445,,,,
EGO,EGO,EGO,0.5661641541,1.924921794,1.774480712,0.9278350515,,,,
ALGM,ALGM,ALGM,0.3485243056,-0.03419334784,-0.03419334784,-0.03419334784,,,,
CYTK,CYTK,CYTK,-0.082985188,0.6107404937,1.063675214,6.406441718,,,,
VFC,VFC,VFC,-0.2096,-0.1393728223,-0.7899064361,-0.7821549316,,,,
FNB,FNB,FNB,0.1589928058,0.5042016807,1.478461538,0.262539185,,,,
GXO,GXO,GXO,-0.01029326083,-0.1279945243,-0.1279945243,-0.1279945243,,,,
AG,AG,AG,0.7608024691,1.259405941,0.1985294118,2.816053512,,,,
MIR,MIR,MIR,1.090390105,1.722428748,1.072641509,1.072641509,,,,
MAIN,MAIN,MAIN,0.2634646302,0.5477597243,1.100567992,1.340655249,,,,
SWX,SWX,SWX,0.07391363206,0.2704996797,0.2684681804,0.3827784556,,,,
UFPI,UFPI,UFPI,-0.2952085383,-0.08769351362,0.720436068,3.772424398,,,,
ITRI,ITRI,ITRI,0.151637044,1.023504274,1.189400676,2.907013646,,,,
ORA,ORA,ORA,0.2270684642,0.2758004672,0.6193964765,1.726578561,,,,
CWEN.A,CWEN.A,CWEN.A,-0.02333931777,0.2115812918,0.1826086957,1.305084746,,,,
CLF,CLF,CLF,-0.05631536605,-0.2111634163,0.9948979592,3.847107438,,,,
ACT,ACT,ACT,0.07679465776,0.3996383363,0.3996383363,0.3996383363,,,,
CWST,CWST,CWST,-0.09377808848,0.1588761175,0.6456293072,14.51111111,,,,
POST,POST,POST,-0.06619964974,0.2244804226,0.9456303594,1.656039851,,,,
CWEN,CWEN,CWEN,-0.04706275033,0.1950606949,0.1488933602,1.371262458,,,,
HOMB,HOMB,HOMB,0.0546327058,0.3482774894,0.9174496644,0.4192747144,,,,
GPK,GPK,GPK,-0.3389250257,-0.1530701754,0.3962400578,0.472921434,,,,
TGTX,TGTX,TGTX,0.5190905191,2.943207127,0.4324433657,2.401536984,,,,
IRTC,IRTC,IRTC,1.474110953,1.04695775,-0.2343282268,-0.2343282268,,,,
CAR,CAR,CAR,0.8549793483,-0.1059500111,4.941933113,2.819513348,,,,
TREX,TREX,TREX,-0.2731700329,-0.2101494396,-0.259270073,5.004733728,,,,
ESE,ESE,ESE,0.6962856228,0.9998112495,1.671457388,4.891020295,,,,
MTSR,MTSR,MTSR,0,0,0,0,,,,
CIFR,CIFR,CIFR,3.110465116,5.042735043,5.042735043,5.042735043,,,,
CACC,CACC,CACC,0.0841785443,0.0336968561,0.6001186983,1.418157357,,,,
CRSP,CRSP,CRSP,0.3047659756,0.3312254688,-0.2739921513,-0.2739921513,,,,
CRK,CRK,CRK,0.7281728173,0.8147448015,3.137931034,1.098360656,,,,
MAT,MAT,MAT,-0.1064718163,-0.2070402964,0.5110326567,-0.2077741786,,,,
CZR,CZR,CZR,-0.3552019584,-0.4288811795,-0.5384615385,1.993181818,,,,
AMTM,AMTM,AMTM,-0.2344967808,-0.2344967808,-0.2344967808,-0.2344967808,,,,
LEA,LEA,LEA,-0.07504775766,-0.243902439,-0.02614692079,-0.02108404737,,,,
ATAT,ATAT,ATAT,0.7635225749,1.145187602,1.145187602,1.145187602,,,,
BBWI,BBWI,BBWI,-0.1094113735,-0.1902026005,0.09261525908,-0.6294451363,,,,
MTN,MTN,MTN,-0.2094307562,-0.3881057088,-0.3390748468,0.4447355653,,,,
WFG,WFG,WFG,-0.2827979275,-0.02356094808,0.5127868852,0.9359440559,,,,
WEX,WEX,WEX,-0.2304905373,-0.1875377491,0.1519303504,0.8669905158,,,,
THO,THO,THO,-0.008952224354,0.1441678971,0.1639309087,1.140686661,,,,
BILL,BILL,BILL,-0.01323501607,-0.4762143717,-0.451670519,-0.451670519,,,,
ACIW,ACIW,ACIW,0.04143426295,1.271068636,1.071315372,1.480075901,,,,
TFX,TFX,TFX,-0.4986173241,-0.3939736532,-0.6328578661,-0.01312735132,,,,
PI,PI,PI,-0.1321269095,2.369958022,6.252160251,6.252160251,,,,
VIRT,VIRT,VIRT,0.1255190035,1.018327606,0.5402097902,0.4963906582,,,,
FRO,FRO,FRO,0.04319083297,0.2927362097,2.68118196,0.8785714286,,,,
TKR,TKR,TKR,-0.09841534612,0.04243008679,0.4122807018,1.85978836,,,,
BLCO,BLCO,BLCO,-0.218636127,-0.1263096624,-0.1263096624,-0.1263096624,,,,
HWC,HWC,HWC,0.2399368587,0.7150655022,2.445175439,1.341281669,,,,
CWAN,CWAN,CWAN,-0.2976006192,-0.08839779006,-0.08839779006,-0.08839779006,,,,
SMTC,SMTC,SMTC,0.2569327731,1.304699538,0.1678703884,3.120523416,,,,
HBM,HBM,HBM,0.6009070295,2.03655914,2.565656566,2.826558266,,,,
LAZ,LAZ,LAZ,0.07720948462,0.7629890956,0.7635547,0.2625172255,,,,
ENIC,ENIC,ENIC,0.4494382022,0.2564935065,0.1449704142,0.1449704142,,,,
BVN,BVN,BVN,0.6457883369,1.676814988,0.8876961189,2.92109777,,,,
UBSI,UBSI,UBSI,0.01707317073,0.3782592729,0.7871428571,0.007516778523,,,,
GGAL,GGAL,GGAL,-0.2574391344,1.305108467,3.451351351,0.8865979381,,,,
BOOT,BOOT,BOOT,0.01033281269,1.065332187,5.089065894,8.517826825,,,,
WPP,WPP,WPP,-0.5325409197,-0.4652251449,-0.36483982,-0.7621455483,,,,
OPEN,OPEN,OPEN,2.810185185,2.386831276,-0.4987819732,-0.4987819732,,,,
BDC,BDC,BDC,0.1021791352,0.3580338266,3.221820572,1.810544739,,,,
STNE,STNE,STNE,0.6743978591,0.7842205323,-0.6467156032,-0.6467156032,,,,
MTH,MTH,MTH,-0.2889970789,0.1850048685,0.4317647059,3.003289474,,,,
CORZ,CORZ,CORZ,0.3196276183,0.3196276183,0.3196276183,0.3196276183,,,,
NXE,NXE,NXE,0.3111782477,0.3605015674,4.046511628,4.046511628,,,,
MSGS,MSGS,MSGS,0.05093846749,0.2066092752,0.4390276214,1.040864256,,,,
ATGE,ATGE,ATGE,0.8763885301,2.361175382,4.900487409,4.448987247,,,,
BMI,BMI,BMI,-0.2121073568,0.1339080082,1.643350207,4.946169772,,,,
MRUS,MRUS,MRUS,0.4323189927,2.019911504,4.663900415,4.663900415,,,,
ABCB,ABCB,ABCB,0.1984279756,0.9743657505,2.409858512,1.657773035,,,,
OMAB,OMAB,OMAB,0.4178166416,0.07433481727,1.914069082,1.656682028,,,,
TKC,TKC,TKC,-0.1494413408,0.2327935223,0.2327935223,-0.2983870968,,,,
ZETA,ZETA,ZETA,-0.3197751323,1.637179487,1.637179487,1.637179487,,,,
FCN,FCN,FCN,-0.2935691035,-0.09444601071,0.4961803615,2.868015414,,,,
AUB,AUB,AUB,-0.04930703625,0.2415593456,0.7425500733,0.4881101377,,,,
GHC,GHC,GHC,0.448695456,0.9935332563,1.819104055,1.014656419,,,,
NNNN,NNNN,NNNN,0,0,0,0,,,,
MSM,MSM,MSM,0.03335270192,-0.06890052356,0.4430379747,0.4508076358,,,,
BRKR,BRKR,BRKR,-0.531469555,-0.4907731467,-0.1825842697,0.9388249546,,,,
CPA,CPA,CPA,0.2880094889,0.3660795974,1.134179024,1.957415202,,,,
RSI,RSI,RSI,1.035849057,3.431211499,0.7195219124,0.7195219124,,,,
CAMT,CAMT,CAMT,0.3559994708,0.6734693878,5.833333333,39.0390625,,,,
CHH,CHH,CHH,-0.1709542327,-0.08584151068,0.2842910102,1.377949378,,,,
AX,AX,AX,0.3620957711,1.326340945,2.886867791,1.832525057,,,,
BCPC,BCPC,BCPC,-0.13214754,0.2027336652,0.5915316257,1.536743876,,,,
DAR,DAR,DAR,-0.1584077985,-0.421875,-0.06806596702,1.667811159,,,,
RAL,RAL,RAL,0,0,0,0,,,,
MMSI,MMSI,MMSI,-0.1658634538,0.2149751389,1.008704062,2.476150628,,,,
BTSG,BTSG,BTSG,0.7890932983,0.7890932983,0.7890932983,0.7890932983,,,,
BEPC,BEPC,BEPC,0.08728652751,0.2488194697,-0.04020100503,-0.04020100503,,,,
INGM,INGM,INGM,0,0,0,0,,,,
FTDR,FTDR,FTDR,0.3790958109,1.210771277,0.6805660854,0.6805660854,,,,
MMS,MMS,MMS,-0.04357298475,0.1499672561,0.2974730309,0.4919286321,,,,
SEE,SEE,SEE,-0.06655433867,0.02182600676,-0.1217965654,-0.2739187418,,,,
